human_score,model_score,sentence1,sentence2
0.4,0.42274877,DPRK'nın Doğum Günü Peru'da Kutlanacak,Curiosity Rover Mars'ta 1 Yılını Kutladı
2.2,0.8375185,Solomons açıklarında güçlü 7.6'lı deprem,California açıklarında güçlü 6.9'lar deprem oldu
1.8,0.8953355,Hindistan Mürekkesi: Günün Görüntüsü: 21 Mayıs,Hindistan Mürekkesi: Günün Görüntüsü: 16 Ocak
4.0,0.89766914,Avustralya lideri erken liderlik oylamasında görevden aldı,Avustralya Başbakanı Gillard liderlik oylamasında görevden aldı
0.8,0.8423892,"Obama Mısır'daki şiddeti kınadı, askeri tatbikatları iptal etti",Pakistan Mısır'daki şiddeti kınadı
0.0,0.5671942,Arjantin sel mağdurları için yas ilan etti,Ebeveynler kreşe kabul için ortak formlar talep ediyor
2.2,0.67685753,Prens eski ve yeninin bir karışımını vaftiz ediyor.,"Prens George'un vaftiz töreni ne zaman? Vaftiz planı, kraliyet bebeğinin vaftiz ailesi ve tüm detaylar"
2.33,0.94559646,"Gazeteler Ne Diyor, 20 Mayıs 2013","Gazeteler Ne Diyor, Kasım 19, 2013"
1.0,0.40404853,"Google, Kit Kat ile Nexus 5 telefonunu piyasaya saıyor","Google, bilgisayarlarda arama sonuçlarını yeniden tasarlar"
4.2,0.5989809,Hizbullah'a Yönelik Bombardıman Güney Beyrut'ı Vurdu,Patlama Beyrut'un Güneyindeki Hizbullah Bölgesini Vurdu
3.0,0.75257736,ABD ve müttefikleri Ukrayna konusunda Rusya'ya yaptırım uygulayacak,"AB, Ukrayna Konusunda Rusya'ya Yeni Yaptırımlar Attı"
1.0,0.6047912,Kore işbirliğiyle koşan fabrikalar sessizliğe büründü,Kuzey ve Güney Kore sessizliğini görüşmelerle bozdu
0.0,0.37503254,Çin başbakanı Hindistan başkan yardımcısıyla görüştü,Hizbullah'tan Lübnan'ın yeni cumhurbaşkanını seçme çağrısı
3.6,0.8989112,Cezayir cumhurbaşkanı tıbbi testler için Fransa'da,Cezayir cumhurbaşkanı küçük felç sonrası tıbbi testler için Fransa'da
3.2,0.62074715,Kenya'daki alışveriş merkezi açmazı devam ederken İslamcılar hala yaklaşık 30 rehine tutuyor,Kenya'daki alışveriş merkezi kuşatması devam ederken ölü sayısı artıyor
3.8,0.70563895,Manchester City üç yıl içinde ikinci Premier Lig şampiyonluğunu kazandı,Manchester City İngiltere Premier Lig şampiyonluğunu kazandı
4.8,0.88142514,MH17 kaza kurbanlarının cesetleri uçakla Hollanda'ya getirildi,MH17 ölüleri uçakla Hollanda'ya döndü
3.4,0.975107,Mısır polisi Sina saldırısında öldü,Mısır askerleri Sina saldırısında öldü
1.4,0.8374005,İran nükleer görüşmeleri için uzatma muhtemel,petrol İran nükleer görüşmeleri öncesinde 108 doların altına düştü
3.6,0.9215751,Rus psikiyatri kurumunda çıkan yangında 38 kişiyi öldürdü,Rus psikiyatri hastanesi yangınında 38 korkulan öldü
1.6,0.7205635,"Rusya, Bm Silah Anlaşmasını İmzalayamayacakları Konusunda Uyardı",BM dönüm noktası silah anlaşmasına yaklaştı
1.6,0.4692855,Didier Reynders Suriye konusunda,Obama'nın günü: Suriye'de prime time
0.8,0.64648,Kuzey Kore: Uzmanlar 'Äď diyalog çağrısında bulundu ve Çin'in bir rol oynaması gerektiğini söylüyor,"Kuzey Kore, ortak sanayi parkini yasaklayarak Güney ile son ilişkilerini kesti"
1.0,0.9149976,Çin hisse senetleri Pazartesi günü yükseldi,Çin hisse senetleri Perşembe günü daha düşük kapandı
0.0,0.27692726,Sony Xperia Z2 ve Nokia'Äôs X serisi tanıtıldı,Mahkeme İtalya'Äôs Berlusconi hakkında siyasi yasak emri verdi
3.8,0.84014106,Yeni koronavirüs muhtemelen kişiden kişiye geçilebilir- DSÖ,DSÖ: Yeni virüs muhtemelen insandan insana geçebilir
5.0,0.86184925,Mandela 'Äφserious ama stable'Äô durumunda tekrar hastanede,Nelson Mandela 'Äφserious ama stable'Äô durumunda hastaneye döndü
0.0,0.70230645,Doğu Harlem'deki patlamada ölü sayısı artıyor,Meksika'da fırtınada ölü sayısı artmaya devam ediyor
0.0,0.30657697,Ukrayna Başbakanı protestolar üzerine istifa etti,İngiltere Başbakanı gençlerin öldürülmesini kınadı
0.0,0.2212051,Royal Hoax DJ İstasyona Karşı Harekete Geçti,Taliban Afganistan'daki ABD üssünü bombaladı
2.2,0.97014296,Arsenal - Stoke City maçı canlı Äď!,Tottenham - Manchester City maçı canlı Äď! 
2.4,0.9771834,"İş haberleri ve piyasalar: olduğu gibi, 17 Nisan 2013","İş haberleri ve piyasalar: olduğu gibi, 20 Haziran 2013"
4.2,0.93365693,İran ve dünya güçleri nükleer müzakerelerin yeni turuna başladı,İran ve dünya güçleri yeni nükleer müzakere sözü verdi
2.6,0.8555787,Tropikal Fırtına Karen ABD Körfez Kıyılarını hedef alıyor,"Tropikal Fırtına Karen, ABD Körfez Kıyısı'nın yakınına yaklaşırken zayıflıyor"
3.0,0.6021458,Hindistan'da bina çökmesinde işçiler öldü,Bangladeş'teki bina çökmesinde 76 kişi öldü
3.8,0.7043336,Kuzey Kore üç kısa menzilli füze ateşledi,N. Kore kısa menzilli füzeler ateşledi
2.6,0.80006254,Pakistan'ın Kuzeybatısında Bomba Yüklü Araç 37 Kişiyi Öldürdü,Pakistan'ın kuzeybatısında bomba üç kişiyi öldürdü
4.0,0.61044943,Malezya Havayolları Pekin'e 239 taşıyan uçakla irtibatını kaybetti,Malezya Havayolları uçağı Pekin uçağında kayboldu
5.0,0.71148664,Microsoft 18.000'e kadar iş kesintisi diyor,Microsoft revizyonda 18.000 kişiyi işten çıkaracak
3.4,0.8465171,Malezyalılar istikrar veya değişim için anketlerde oy kullandı,Malezya seçimleri: Malezyalılar ilk kez iktidara gelerek oy kullandı
4.4,0.9764343,Yangın Çin'deki antik Tibet kasabalarını yok etti,Yangın Çin'deki Tibet kasabayı yok etti
5.0,0.94044983,Yahoo Tumblr'ı 1.1 milyar dolar nakit karşılığında satın almayı kabul etti,Yahoo Tumblr'ı 1.1 Milyar Dolara Satın Alacak
5.0,0.7346508,Hindistan dünyanın en büyük seçimlerinde oy kullanma işlemine başladı,Hindistanlı seçmenler dünyanın en büyük seçimine başladı
2.0,0.83622336,Suriye'nin kuzeyinde bomba yüklü araç en az 12 kişiyi öldürdü,Suriye hava saldırıları Halep'te en az 18 kişiyi öldürdü
2.8,0.96934617,Filipinler'deki depremde ölü sayısı 73'e yükseldi,Filipinler'deki depremde ölü sayısı 85'e yükseldi
1.4,0.6909594,Kayıp sığınmacıları arama çalışmaları sona erdi,Kayıp adamı arama çalışmaları daraltıldı
0.2,0.4972576,Ukrayna Devlet Başkanı doğuda 7 günlük ateşkes emri verdi,Uganda Devlet Başkanı Museveni eşcinsel karşıtı Tasarıyı imzalamayı kabul etti
4.33,0.6415364,ICC Şampiyonlar Kupası: Hindistan vs Güney Afrika,Şampiyonlar Kupası: Hindistan v Güney AfrikaLive
4.4,0.7939948,Yüksek Mahkeme Michigan yasağı davasında olumlu bir eylemde,Yüksek Mahkeme Michigan olumlu dava davasını dinleyecek
3.0,0.9400074,30 Eylül'de İran'ın önde gelen gazetelerinde manşetler,21 Kasım'da İran'ın önde gelen gazetelerinde manşetler
2.4,0.41518503,Siklon Hindistan'da yıkım izi bıraktı,Cyclone Phailin tahliyesi Hintli köylüleri hayatta tuttu
0.6,0.665994,Taliban Afganistan'ın batısında 15 polisi öldürdü,ABD İhA'sı Afganistan'ın doğusunda iki kişiyi öldürdü
4.6,0.5034066,Binlerce kişi zor durumdaki Tunus hükümetini desteklemek için toplandı,Tunus'ta binlerce kişi İslamcı hükümete destek için toplandı
4.8,0.65723294,Güney Afrikalı Mandela hastaneye kaldırıldı,Nelson Mandela hastaneye kaldırıldı
5.0,0.9599035,Güncellendi - Boston Maratonu bitiş çizgisine yakın iki patlama,Boston Maratonu bitiş çizgisinde iki patlama
0.4,0.8275657,Mısır'ın güneyindeki çatışmada en az iki kişi öldü,Kuzey Kafkasya tren istasyonundaki patlamada en az 18 kişi öldü
3.0,0.6899642,Kış Fırtınası İyon: Eyalet Eyalet...,Kış Fırtınası Janus: Eyalet Eyalet...
3.6,0.8905733,Bağdat'ın güneyinde 53 erkek cesedi bulundu,Iraklı yetkililer: Bağdat'ın güneyinde 50 ceset bulundu
3.0,0.68340546,Bağdat'ın Hristiyan bölgelerinde bombalı saldırılarda 20 ölü,Bağdat Hristiyan Bölgesinde Bombalar 35 Kişiyi Öldürdü
3.2,0.933967,Çin Bo Xilai duruşma tarihini belirledi,Çin Bo Xilai denemesi dördüncü günde
0.8,0.14723162,Müslümanlar Ramazan'ın başlangıcına hazırlanıyor,Müslümanlar bölünmelere son vermek için dua ediyor
0.8,0.6286824,Japonya Rus askeri uçaklarına karşı jetleri karıştırıyor,"Ayrılıkçılar Ukrayna askeri uçağını düşürdü, çok sayıda ölü var"
1.0,0.2130306,Almanya'da binlerce Britanyalı dole iddiası,Binlerce beyaz kaplı Amsterdamlı MH17 için yürüdü
2.2,0.8998287,Abd İhA'sı saldırısı şüphesi Pakistan'da 5 kişiyi öldürdü,ABD İhA'sı şüphelisi Pakistan'daki İslami ruhban okulunu hedef alıyor
0.4,0.38960236,Obama Obamacare'e kaydolacak,Obama Oklahoma'yı vuran kasırgayı ziyaret etti
5.0,0.7513593,General Electric üçüncü çeyrek için %9 kar düşüşü yayınladı,GE üçüncü çeyrek için %9 kar düşüşü yayınladı
2.0,0.6716628,Çin yuanı USD karşısında 6.1535'e zayıfladı,Çin yuanı USD karşısında yeni yükseğe güçlendi
5.0,0.82929516,"Rusya, ölümünden sonra açılan davada ölen avukat Magnitsky'i suçlu buldu","Rusya, ölümünden sonra açılan davada ölen avukat Magnitsky'den suçlu bulundu"
2.8,0.415983,Trayvon ben olabilirdim.,Trayvon Martin olabilirdi ...
3.4,0.6274087,Çin tartışmalı adalara şimdiye kadarki en büyük filoyu gönderiyor,Çin gemileri tartışmalı adaların açıklarında sulara giriyor
3.4,0.6451828,Kerry'nin müzakereleri yeniden başlatma planı 103 Filistinli mahkumun serbest bırakılmasını gerektiriyor,"Kerry mahkum salıverme, uzlaşma dondurma dahil planlıyor"
2.0,0.4583176,Polis: Belfast Katedrali Mahallesi'nde patlama,Kabil'de patlama diplomatik alanda intihar saldırısı
1.4,0.6615855,"Paris'te Suriyeliler Erdoğan'ı Protesto Etti, Venezuelalılar Suriye'ye Destek Vurgusu","Türkiye'den Erdoğan, Suriye konusunda ikiye bölündükten sonra ilişkileri onarmak için İran'da"
3.0,0.62095785,Başbakan Japonya ziyaretinde nükleer anlaşma ve yatırım arayacak,"Manmohan, Japonya ile nükleer anlaşma yapmayı umuyor"
1.2,0.7255821,"ABD, N Kore gerilimi nedeniyle füze denemelerini erteledi",Büyükelçilikler gerginliğe rağmen N. Kore'de kalıyor
4.6,0.7714189,"Obama, Nelson Mandela'nın ailesiyle özel olarak görüşecek","Obama, Mandela ailesiyle görüşecek"
0.4,0.86409265,ABD'de silahlı saldırıda en az altı ölü,Somali saldırılarında en az 20 ölü
0.6,0.7316152,Filipinler'deki siyasi şiddet olaylarında silahlı kişiler 10 kişiyi öldürdü,Filipinler'deki yanardağ patlamasında 5 kişi öldü
5.0,1.0000001,İsrail Lübnan'dan gelen İhA'yı düşürdü,İsrail Lübnan'dan gelen İhA'yı düşürdü
1.0,0.57162035,"İsrail, barış görüşmeleri öncesinde ilk grup Filistinli tutuklunun serbest bırakılmasını onayladı",Suriyeli muhalifler barış görüşmelerine katılımı doğruladı
4.6,0.8936818,Mısır yıldönümünü kutladıkça ölümcül çatışmalar,Şiddetli çatışmalar Mısır ayaklanmasının yıldönümünü kutladı
1.6,0.79234755,NATO: Afganistan'ın güneyinde 5 Amerikalı öldürüldü,Afganistan'ın güneyinde yol kenarına yerleştirilen bomba 3 polisi öldürdü
3.8,0.6326342,Kadın kılığında dolandırıcılar para çalıyor,CCTV: York dolandırıcıları emeklileri kandırmak için kadın gibi giyiniyor
5.0,0.9589441,Cleveland'ı Kaçıran Ariel Castro Hapishane Hücresinde Asılmış Halde Bulundu,Cleveland'ı kaçıran Ariel Castro hücresinde asılı bulundu
5.0,0.8732265,"Google, Prototip Kendi Kendini Süren Otomobili Tanıttı","Google, Konsept Kendi Kendine Giden Otomobili Tanıttı"
2.0,0.61925495,Bangladeş konfeksiyon fabrikası yangını '8 kişiyi öldürdü',Bangladeş konfeksiyon fabrikası çöküşü 149 kişiyi öldürdü
4.0,0.9097299,"ABD, İran anlaşması konusunda temkinli Körfez müttefiklerine güvence vermek istiyor","Hagel, İran anlaşmasından sonra gergin Körfez müttefiklerine güvence vermek istiyor"
0.0,0.45108458,Ukrayna 'Äφunity talks'äô'ya ev sahipliği yaptı,"Papa, Suriye'de silah satmak için 'Äφwar'a asılır"
2.4,0.40257618,Pakistanlı Musharraf Bhutto Suikastında Tutuklu,Pakistanlı Musharraf ilk kez mahkemeye geldi
2.2,0.7125783,Mısır'ın Müslüman Kardeşler Şefi İçin Duruşma Tarihi Belli Oldu,Suriye'nin Müslüman Kardeşler'i yokuş yukarı savaşıyor
0.0,0.17446522,Kırmızı panda'Äôs kısa ömürlü hayvanat bahçesi kaçışı,Hindistan'Äôs Mars'a yürüyor
0.2,0.6921654,İsrailli doktorlar Filistinli tutukluları zorla beslediği için yurt dışında yargılanabilir,İsrail'in Batı Şeria kontrolü 'Filistin ekonomisine milyarlara mal oluyor'
5.0,0.5857855,Washington Pot Mağazaları Tarihi Satışlara Hazırlanıyor,Washington'daki tencere dükkanları tarihi satışlara hazırlanıyor
5.0,0.8697304,Rio havalimanı çalışanları FIFA Dünya Kupası arifesinde greve girdi,Rio de Janeiro havalimanı çalışanları Dünya Kupası arifesinde greve girdi
1.4,0.32684004,Üst düzey Müslüman Kardeşler liderinin oğlu öldürüldü,Mısır Müslüman Kardeşler lideri Badie'ye tutuklama
5.0,0.886561,İran ve altı küresel güç dönüm noktası nükleer anlaşma imzaladı,İran ve altı dünya gücü çığır açan nükleer anlaşmayı imzaladı
2.8,0.8337015,Virginia'da Sıcak Hava Balonu Alev Aldı,Sıcak Hava Balonu 'Alev Alıp Düştü'
2.4,0.65806323,"Liderlerden alıntılar, Mandela anıtında aile",Dünya Mandela anıtı için birleşti
0.0,0.30937406,Mumbai Indians T&T'yi yerine koyuyor,Endonezyalılar sıkı yarışta devlet başkanlığına oy kullandı
4.4,0.8966237,KL hisseleri öğleden sonra daha yüksek kalmaya devam ediyor,KL hisseleri öğleden sonra yükseliş trendini sürdürüyor
2.8,0.86412644,"Gazeteler Ne Diyor, Kasım 20, 2013","Gazeteler Ne Diyor, 10 Eki 2013"
4.2,0.567552,Amazon video akışı için yeni bir cihaz başlattı,Amazon yeni Fire TV akış video kutusunu tanıttı
0.0,0.27925736,Filistin Devlet Başkanı Ürdün Dışişleri Bakanı'na Kabul Etti,Filistinli genç kızlara cinsel tacizde bulunmaktan tutuklandı
0.2,0.5555772,Obama yeni ulaştırma sekreterini aday gösterildi,"Obama, Zor Durumdaki Gaziler Sekreteriyle Görüşecek"
1.6,0.85695267,Çin yuanı USD karşısında 6.1059'a zayıfladı,Çin yuanı Cuma günü USD karşısında 6.1070'e kadar güçlendi
0.2,0.4132247,Fransız baskını şarap mahzeni kemer sıkma müzayedesi için,ABD Ukrayna anlaşmasını övdü; somut eylem çağrıları
1.4,0.5506766,"ABD ve Rusya, Suriye'deki kimyasal silahlara el koyma konusunda anlaştı",Suriyeli isyancılar kimyasal silah anlaşmasına şüpheyle yaklaşıyor
1.4,0.84497064,S Kore milletvekilleri Kaesong kompleksini ziyaret etmek için,"S. Kore, N. Kore ile kapalı fabrika konusunda görüşme talep ediyor"
0.0,0.49160525,Cezayirli rahip N. Afrika'daki Hristiyan mirası hakkında ders verecek,"Telstra, Çin sitesini NY'de listelemek için geçerlidir"
3.0,0.9115548,5 Nisan'da İran'ın önemli gazetelerinde manşetler,18 Ağustos'ta İran'ın önemli gazetelerinde manşetler
0.6,0.49683067,Filistin uzlaşmasının etkileri,Belçika kralı tahttan çekilme spekülasyonları arasında ulusa seslenmek için
3.0,0.6201183,Cenevre Havalimanı'na inen uçağın ardından hava korsanı tutuklandı,Kaçırılan uçak Cenevre'ye indi
5.0,0.38185266,"PCB, Waqar Younis'i teknik direktör olarak atadı",Waqar Younis Pakistan teknik direktörü olarak geri döndü
2.4,0.6942354,"ABD, Suriye'ye karşı harekete geçmek için dava açtığı belirtildi",Suudi'den BM'ye İsrail'in Suriye'ye Saldırısına Karşı Harekete Geçme Çağrısı
1.8,0.9237967,Ankara'da göstericiler polisle çatıştı,Peru'da protestocular polisle çatıştı
2.2,0.8092395,"Irak'taki şiddetli saldırılarda 49 ölü, 148 yaralı","Irak'taki yeni saldırılarda 15 ölü, 90 yaralı"
0.4,0.52169365,Porto Rikolu çocuk pornosu üretiminden tutuklandı,Hintli guru tecavüz şüphesiyle tutuklandı
2.0,0.43821257,Rusya Kırım ilhakını tamamlarken Ukrayna AB ticaret anlaşmasını imzaladı,"Ukrayna'nın en üst mahkemesi Kırım'ın bağımsızlığını ""anayasaya aykırı"" buldu"
1.0,0.55102277,"Esad, Suriyeli isyancılara destek için Türkiye'yi 'ağır bedel' konusunda uyardı",Kabine Suriyeli isyancıları silahlandırma konusunda savaşta
1.8,0.164466,Hindistan hisse senetleri daha düşük kapandı,Hong Kong hisseleri %2.33 yükseldi
2.8,0.901228,"Irak'taki şiddetli saldırılarda 19 ölü, 42 yaralı","Irak'taki saldırılarda 43 ölü, 86 yaralı"
3.8,0.63772285,Hint tecavüzü sanıkları yüz kararlarıyla karşı karşıya,Hint tecavüz sanığı suçlu bulundu
3.6,0.8212201,İran nükleer anlaşması görüşmelerde anlaştı,İran Nükleer Anlaşması On Yıllardır Süren Anlaşmazlığın Ardından Imzalandı
0.0,0.3535243,Mısır ordu sözcüsü orduya karşı kışkırtmayı kınadı,Çalışma bakanlığının Pazartesi günü açıklanacak duyurusu
5.0,0.816457,"Snowden, ABD'nin adil yargılanması için 'şans' görmüyor","Snowden, ABD'de adil yargılanma şansına sahip değil."
2.2,0.89593,30 Aralık'ta İran'ın önde gelen gazetelerinde manşetler,6 Temmuz'da İran'ın önemli gazetelerinde manşetler
0.2,0.6467434,Connecticut'taki tren kazasında onlarca kişi yaralandı,Hintli bakan kafa kafaya çarpışan kişi öldü
5.0,0.9080676,Kraliçe İngiltere'nin yeni prenslerini ziyaret etti,"Kraliçe, İngiltere'nin yeni bebek prensiyle tanıştı"
1.0,0.41676462,Ukrayna: Parlamento Protestolarında Üç Kişi Öldü,Ukrayna Devlet Başkanı Müzakereleri Protestoları Sonlandırmaya Çağırdı
4.4,0.90946895,N.C. adil kazada sürüş operatörü suçlandı,N.C. Eyalet Fuarı sürüş operatörü kazadan sonra tutuklandı
3.6,0.7649047,"Transkript, Güney Kore feribotunun tahliyesi konusundaki karışıklığı ortaya çıkardı",Transkript Feribot Tahliyesi Konusundaki Karışıklığı Ortaya Çıkardı
0.2,0.24677406,Düşen ABD'li itfaiyeciler eve getirildi,Wall Street biraz daha düşük bitiyor
4.8,0.8823181,Suriye Rejimi Barış Konferansına Katılmayı Kabul Etti,Rusya: Suriye Konferansa Katılmayı Kabul Etti
3.4,0.85361314,İngiltere'de oylama askeri harekatı reddetti,İngiltere Suriye'nin askeri harekatıni reddetti
4.4,0.47320023,Yeni Zelanda eşcinsel evliliği yasallaştırmaya hazırlanıyor,Yeni Zelanda eşcinsel evliliği yasallaştırmak için oy kullandı
3.0,0.9362489,Singapur hisse senetleri 0.37 pct yükseldi,Singapur hisse senetleri 0.41 pct daha yüksek kapandı
1.8,0.91596246,Venezuela devlet başkanı Çin'i ziyaretecek,Senegal cumhurbaşkanı Çin'i ziyaret etti
3.6,0.46136528,Kahireli protestocular baskı tehdidine meydan okudu,Kahire Kamplarında Protestocular Kazıp Yaşamaya Devam Ediyor
3.0,0.81202173,Kayıp uçak arama çalışmaları Vietnam adalarına dönüyor,Kayıp Malezya Havayolları uçağı 'Vietnam açıklarında düştü'
1.0,0.79630333,"Malezya Havayolları yetkilisi, kayıp uçuş yolcularının yakınlarına arama çalışmaları hakkında bilgi",Malezya Havayolları kayıp uçuşta yardımcı pilotu araştırıyor
2.2,0.6697901,Yıldızlar Cory Monteith'e saygılarını sunuyor,Yıldızlar James Garner'a saygılarını sunuyor
